Input file: Zn_08_27tons_117C_100s_027_position_change.txt 
Analysed by: PositionTime.m version: 0.1 (modified 27-May-2023 07:15:07) and PhasesSSD.m version: 2.5.1 
Options: Displacement type - ref; reference image - #-1; image rotation - 270; minimum of SSD mode - poly; search +/-5; bright spot removal - yes; NaN area outside foil - no; begin - -1; cease - -1; window - 7 

First_image, Second_Image, time-of-second-image, box1, box2, box3, box4 
Zn_08, -, top   , 147.71034, 472.44636, 852.58291, 1201.24021 
Zn_08, -, bottom, 177.71034, 502.44636, 882.58291, 1221.24021 
Zn_08, -, left  , 38.00000, 38.00000, 38.00000, 38.00000 
Zn_08, -, right , 200.00000, 200.00000, 200.00000, 200.00000 

NaN, 1, 63572338870.000, 0.0012701, 0.0055655, 0.0010615 
NaN, 2, 63572338880.000, 0.0017176, 0.0087465, 0.0015836 
NaN, 3, 63572338890.000, 0.0016125, 0.0086824, 0.0013146 
NaN, 4, 63572338900.000, 0.0008853, 0.0053311, 0.0007816 
NaN, 5, 63572338910.000, -0.0004709, 0.0003723, 0.0005109 
NaN, 6, 63572338920.000, -0.0015369, -0.0049242, -0.0018167 
NaN, 7, 63572338930.000, -0.0023158, -0.0079045, -0.0033886 
NaN, 8, 63572338940.000, -0.0023595, -0.0077573, -0.0016724 
NaN, 9, 63572338950.000, -0.0016237, -0.0046663, -0.0011249 
NaN, 10, 63572338960.000, -0.0003374, 0.0004885, -0.0001288 
NaN, 11, 63572338970.000, 0.0012468, 0.0055951, 0.0018919 
NaN, 12, 63572338980.000, 0.0018504, 0.0091986, 0.0041242 
NaN, 13, 63572338990.000, 0.0021462, 0.0091003, 0.0032854 
NaN, 14, 63572339000.000, 0.0011076, 0.0062878, 0.0016572 
NaN, 15, 63572339010.000, -0.0004144, 0.0011535, 0.0015745 
NaN, 16, 63572339020.000, -0.0018202, -0.0041854, -0.0000479 
NaN, 17, 63572339030.000, -0.0026314, -0.0077148, -0.0010988 
NaN, 18, 63572339040.000, -0.0023790, -0.0078849, -0.0023174 
NaN, 19, 63572339050.000, -0.0015651, -0.0049104, -0.0009895 
NaN, 20, 63572339060.000, 0.0002139, -0.0000646, -0.0009408 
NaN, 21, 63572339070.000, 0.0011879, 0.0054207, -0.0002400 
NaN, 22, 63572339080.000, 0.0019036, 0.0086733, 0.0024049 
NaN, 23, 63572339090.000, 0.0019483, 0.0086390, 0.0032258 
NaN, 24, 63572339100.000, 0.0010459, 0.0056168, 0.0020388 
NaN, 25, 63572339110.000, -0.0003742, 0.0004888, 0.0004845 
NaN, 26, 63572339120.000, -0.0015549, -0.0047766, -0.0015640 
NaN, 27, 63572339130.000, -0.0022009, -0.0084909, -0.0029009 
NaN, 28, 63572339140.000, -0.0022031, -0.0083145, -0.0035577 
NaN, 29, 63572339150.000, -0.0016275, -0.0047577, -0.0035561 
NaN, 30, 63572339160.000, -0.0001363, 0.0004725, -0.0023587 
NaN, 31, 63572339170.000, 0.0011744, 0.0057396, -0.0014387 
NaN, 32, 63572339180.000, 0.0018949, 0.0087159, 0.0002217 
NaN, 33, 63572339190.000, 0.0016670, 0.0091300, 0.0014417 
NaN, 34, 63572339200.000, 0.0005786, 0.0056117, 0.0028456 
NaN, 35, 63572339210.000, -0.0004334, 0.0004580, 0.0026713 
NaN, 36, 63572339220.000, -0.0016421, -0.0046056, -0.0001682 
NaN, 37, 63572339230.000, -0.0021032, -0.0078376, -0.0028688 
NaN, 38, 63572339240.000, -0.0018145, -0.0081995, -0.0034781 
NaN, 39, 63572339250.000, -0.0008207, -0.0054780, -0.0029564 
NaN, 40, 63572339260.000, 0.0002663, 0.0002029, -0.0009878 
NaN, 41, 63572339270.000, 0.0013855, 0.0054513, 0.0013541 
NaN, 42, 63572339280.000, 0.0018431, 0.0089748, 0.0035718 
NaN, 43, 63572339290.000, 0.0018449, 0.0087377, 0.0037568 
NaN, 44, 63572339300.000, 0.0009634, 0.0055608, 0.0024004 
 
